"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M07","July","M","Monthly","USM","Million US dollar","2018","","","","6182"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2017","","","","6317"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2019","","","","4400"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2020","","","","3508"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2022","","","","7837"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2018","","","","6314"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M08","August","M","Monthly","USM","Million US dollar","2021","","","","5754"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2017","","","","5968"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2019","","","","4002"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2020","","","","4129"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2022","","","","6993"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2021","","","","5886"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M09","September","M","Monthly","USM","Million US dollar","2018","","","","4700"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","6209"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2019","","","","4121"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2020","","","","4004"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","5073"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2021","","","","5247"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","6163"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2019","","","","3409"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2020","","","","4115"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2021","","","","5767"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","4363"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","5366"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2019","","","","3133"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2020","","","","3908"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","3917"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","032","ARG","Argentina","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2021","","","","6216"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2022","","","","22552.933726"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","16606.222355"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","20077.87876"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2020","","","","17907.022022"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2021","","","","18998.832016"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","19336.176026"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","18518.473508"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2020","","","","14885.570576"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","15367.461025"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2022","","","","24511.731376"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2021","","","","19622.888522"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","17273.743405"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2022","","","","27864.183386"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","17848.727929"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","19156.658096"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2020","","","","15697.450126"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2021","","","","22352.692222"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","17651.080663"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","18651.605223"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","15779.062035"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2022","","","","24135.015909"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2020","","","","15821.423948"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2021","","","","20786.680951"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","18307.068713"
